"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"F6Z2FGYH","journalArticle","2023","Adler, RF; Paley, A; Zhao, ADLL; Pack, H; Servantez, S; Pah, AR; Hammond, K; SCALES OKN Consortium","A user-centered approach to developing an AI system analyzing US federal court data","ARTIFICIAL INTELLIGENCE AND LAW","","0924-8463","10.1007/s10506-022-09320-z","","We implemented a user-centered approach to the design of an artificial intelligence (AI) system that provides users with access to information about the workings of the United States federal court system regardless of their technical background. Presently, most of the records associated with the federal judiciary are provided through a federal system that does not support exploration aimed at discovering systematic patterns about court activities. In addition, many users lack the data analytical skills necessary to conduct their own analyses and convert data into information. We conducted interviews, observations, and surveys to uncover the needs of our users and discuss the development of an intuitive platform informed from these needs that makes it possible for legal scholars, lawyers, and journalists to discover answers to more advanced questions about the federal court system. We report on results from usability testing and discuss design implications for AI and law practitioners and researchers.","2023-09","2024-11-03 11:44:18","2024-11-03 11:44:18","","547-570","","3","31","","","","","","","","","","English","","","","WOS:000834707300001","","","","","","","SCIENCE; Natural language processing; ANALYTICS; BIG DATA; Data analytics; DESIGN; FUTURE; Notebook interface; USABILITY; User-centered design; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFLZK69B","journalArticle","2024","Naik, V; Rajeswari, K; Patel, P","Enhancing Semantic Searching of Legal Documents Through LSTM-Based Named Entity Recognition and Semantic Classification","INTERNATIONAL JOURNAL FOR THE SEMIOTICS OF LAW-REVUE INTERNATIONALE DE SEMIOTIQUE JURIDIQUE","","0952-8059","10.1007/s11196-024-10157-9","","In natural language processing (NLP), named entity recognition (NER) and semantic classification are essential tasks. NER is a fundamental task, that identify named entities in text such as people, organizations, and locations. In Legal domain, NER is particularly important due to the variety of named entities that appear in legal documents and are important for legal analysis whereas Semantic classification is the process of giving each sentence in a text a semantic label, such as ""fact,""""arguments,"" or""judgement"". Both NER and Semantic classi- fication are critical component of many NLP applications such as Knowledge base construction and semantic search. Semantic searching of legal documents is a powerful technique that can be used to quickly find the information that you need. By combining NER and semantic classification, one can identify the key elements of a legal document and search for documents that are related to a particular topic or contain a particular type of information. This paper proposes a novel approach to NER and Semantic classification in legal domain using Long short-term memory (LSTM) model. The proposed approach is evaluated on a corpus of legal text and the result of this study suggest that LSTM models are a promising approach for NER and Semantic classification in legal domain and can be used to improve the performance of semantic searching of legal documents.","2024-04-27","2024-11-03 11:44:18","2024-11-03 11:44:18","","","","","","","","","","","","","","","English","","","","WOS:001208833500001","","","","","","","Law; INFORMATION; Legal judgement; Long Short Term Memory(LSTM); Name Entity Recognition(NER)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NVAWKU42","journalArticle","2024","Choi, JH","Measuring Clarity in Legal Text","UNIVERSITY OF CHICAGO LAW REVIEW","","0041-9494","","","Legal cases often turn on judgments of textual clarity: when the text is unclear, judges allow extrinsic evidence in contract disputes, consult legislative history in statutory interpretation, and more. Despite this, almost no empirical work considers the nature or prevalence of legal clarity. Scholars and judges who study real-world documents to inform the interpretation of legal text primarily treat unclear text as a research problem to be solved with more data rather than a fundamental feature of language.This Article makes both theoretical and empirical contributions to the legal concept of textual clarity. It first advances a theory of clarity that distinguishes between information and determinacy. A judge might find text unclear because she personally lacks sufficient information to decide which interpretation is best; alternatively, she might find it unclear because the text itself is fundamentally indeterminate. Fundamental linguistic indeterminacy explains ongoing interpretive debates and limits the potential for text-focused methods (including corpus linguistics) to decide cases.With this theoretical background, the Article then proposes a new method to algorithmically evaluate textual clarity. Applying techniques from natural language processing and artificial intelligence that measure the semantic similarity between words, we can shed valuable new light on questions of legal interpretation.This Article finds that text is frequently indeterminate in real-world legal cases. Moreover, estimates of similarity vary substantially from corpus to corpus, even for large and reputable corpora. This suggests that word use is highly corpus specific and that meaning can vary even between general-purpose corpora that theoretically capture ordinary meaning.These empirical findings have important implications for ongoing doctrinal debates, suggesting that text is less clear and objective than many textualists believe. Ultimately, the Article offers new insights both to theorists considering the role of legal text and to empiricists seeking to understand how text is used in the real world.","2024-01","2024-11-03 11:44:19","2024-11-03 11:44:19","","1-82","","1","91","","","","","","","","","","English","","","","WOS:001140085100003","","","","","","","LAW; CONSENSUS; CONTRACT INTERPRETATION; CORPUS; DELEGATION; STATUTORY INTERPRETATION; TEXTUALISM; VAGUENESS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EJXSVJ7M","journalArticle","2024","Herbosch, M","Fraud by generative AI chatbots: On the thin line between deception and negligence","COMPUTER LAW & SECURITY REVIEW","","0267-3649","10.1016/j.clsr.2024.105941","","The use of generative AI systems is on the rise. As a result, we are increasingly often conversing with AI chatbots rather than with fellow humans. This increasing use of AI systems leads to legal challenges as well, particularly when the chatbot provides incorrect information. In this article, we study whether someone who decides to contract on the basis of incorrect information provided by a generative AI chatbot might invoke the fraud regime to annul the resulting contract in various legal systems. During this analysis, it becomes clear that some of the requirements that are currently being put forward from a public law perspective, such as in the European AI Act, may also naturally arise from existing private law figures. In the same vein, this analysis highlights the interesting intradisciplinary feedback between instruments of public law and other legal domains.","2024-04","2024-11-03 11:44:42","2024-11-03 11:44:42","","","","","52","","","","","","","","","","English","","","","WOS:001178316700001","","","","","","","Artificial intelligence; BLACK-BOX; Contract law; Fraud; Law of obligations; Vice of consent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8JIB8AAK","journalArticle","2023","Kaplina, O; Tumanyants, A; Krytska, I; Verkhoglyad-Gerasymenko, O","APPLICATION OF ARTIFICIAL INTELLIGENCE SYSTEMS IN CRIMINAL PROCEDURE: KEY AREAS, BASIC LEGAL PRINCIPLES AND PROBLEMS OF CORRELATION WITH FUNDAMENTAL HUMAN RIGHTS","ACCESS TO JUSTICE IN EASTERN EUROPE","","2663-0575","10.33327/AJEE-18-6.3-a000314","","Background: Digital technologies are an important factor currently driving society' development in various areas, affecting not only traditional spheres, such as medicine, manufacturing, and education, but also legal relations, including criminal proceedings. This is not just about using technologies related to videoconferencing, automated distribution, digital evidence, etc. Development is constantly and rapidly moving forward, and we are now facing issues related to the use of artificial intelligence technologies in criminal proceedings. Such changes also entail new threats and challenges - we are referring to the challenges of respecting fundamental human rights and freedoms in the context of technological development. In addition, there is the matter of ensuring the implementation of basic legal principles, such as the presumption of innocence, non-discrimination and the protection of the right to privacy. This concern arises when applying artificial intelligence systems in the criminal justice system. Methods: The general philosophical framework of this research consisted of axiological and hermeneutic approaches, which allowed us to conduct a value analysis of fundamental human rights and changes in their perception in the context of the AI application, as well as apply in-depth study and interpretation of legal texts. While building up the system of the basic principles of using AI systems in criminal justice, we used the system-structural and logical methods of research. The study also relied on the comparative law method in terms of comparing legal regulation and law enforcement practice in different legal systems. The method of legal modelling was applied to emphasise the main areas of possible application of AI systems in criminal proceedings. Results and Conclusions: The article identifies the main possible vectors of the use of artificial intelligence systems in criminal proceedings and assesses the feasibility and prospects of their implementation. In addition, it is stated that only using AI systems for auxiliary purposes carries minimal risks of interference with human rights and freedoms. Instead, other areas of AI adoption may significantly infringe rights and freedoms, and therefore the use of AI for such purposes should be fully controlled, verified and only subsidiary, and in certain cases, prohibited altogether.","2023-08","2024-11-03 11:44:42","2024-11-03 11:44:42","","147-166","","3","","","","","","","","","","","English","","","","WOS:001069365200001","","","","","","","artificial intelligence; human rights; criminal proceedings; digital technologies; predictive justice, Ukraine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P5RIVGCB","journalArticle","2023","Cortez, EK; Maslej, N","Adjudication of Artificial Intelligence and Automated Decision-Making Cases in Europe and the USA","EUROPEAN JOURNAL OF RISK REGULATION","","1867-299X","10.1017/err.2023.61","","Artificial Intelligence (AI) has started to impact many facets of the economy and people's routine activities. This article contributes to our understanding of how the legal system is reacting to the ongoing uptake of AI and the disputes or right infringements this uptake creates. Select legal cases regarding the use of AI technology for automated decisions are reviewed, with a focus on filings in Europe and the USA. This exercise reveals which type of legal challenges can be expected when it comes to deploying automated systems in these jurisdictions. Additionally, incipient regulatory efforts targeting AI on both sides of the North Atlantic are introduced and briefly discussed. The paper sheds light on how different legal systems accommodate an emerging technology with disruptive potential and offers a mapping of exemplary legal risks for prospective actors or organisations seeking to develop and deploy AI.","2023-09","2024-11-03 11:44:42","2024-11-03 11:44:42","","457-475","","3","14","","","","","","","","","","English","","","","WOS:001073558600001","","","","","","","artificial intelligence; Adjudication of artificial intelligence; administrative decisions on artificial intelligence; artificial intelligence regulation; bias; court cases; privacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FJZV6DWJ","journalArticle","2023","Shevchuk, O; Martynovskyi, V; Volianska, O; Kompaniiets, I; Bululukov, O","Problems of legal regulation of artificial intelligence in administrative judicial procedure","JURIDICAL TRIBUNE-TRIBUNA JURIDICA","","2247-7195","10.24818/TBJ/2023/13/3.02","","The use of digital technologies in administrative courts uses the legal systems of the European Union and the world to strengthen the ways of protecting human rights. This paper examines certain problems of legal regulation of the use of artificial intelligence technologies in administrative judicial procedure. The methodology of this work is based on an interdisciplinary approach using comparative legal, dialectical and systemic methods. The main objective of this article is to determine the forms and directions, risks and benefits, prospects for the use of artificial intelligence in administrative judicial procedure, taking into account foreign experience in legal regulation in this area. The concept of ""artificial intelligence"" is investigated. It is emphasized that the use of artificial intelligence technologies in administrative judicial procedure is an acceptable use only of specialized intelligent systems that can work under human control. It is stated that when considering administrative cases in an administrative court of minor complexity, it is possible to use artificial intelligence technologies, which will be able to independently generalize and analyze legislation, judicial practice and be a recommendation for a judge when making a fair and lawful decision on the principles of the rule of law. It has been established that the use of artificial intelligence technologies in administrative proceedings provides opportunities for the effective implementation of the right to judicial protection, but can be used to take actions that are contrary to the rule of law, in particular regarding the violation of the right to a fair trial in administrative cases in administrative courts. The latter requires the improvement of legal regulation of the use of artificial intelligence technologies in administrative judicial procedure using international principles and standards.","2023-10","2024-11-03 11:44:42","2024-11-03 11:44:42","","346-362","","3","13","","","","","","","","","","English","","","","WOS:001090715000002","","","","","","","artificial intelligence; administrative judicial procedure; digital technology; electronic technology; legal regulation; right to judicial protection","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4DY4QTHE","journalArticle","2024","Bex, FJ","AI, Law and beyond. A transdisciplinary ecosystem for the future of AI & Law","ARTIFICIAL INTELLIGENCE AND LAW","","0924-8463","10.1007/s10506-024-09404-y","","We live in exciting times for AI and Law: technical developments are moving at a breakneck pace, and at the same time, the call for more robust AI governance and regulation grows stronger. How should we as an AI & Law community navigate these dramatic developments and claims? In this Presidential Address, I present my ideas for a way forward: researching, developing and evaluating real AI systems for the legal field with researchers from AI, Law and beyond. I will demonstrate how we at the Netherlands National Police Lab AI are developing responsible AI by combining insights from different disciplines, and how this connects to the future of our field.","2024-05-16","2024-11-03 11:44:43","2024-11-03 11:44:43","","","","","","","","","","","","","","","English","","","","WOS:001226674400001","","","","","","","ARGUMENTATION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BCIQYDMK","journalArticle","2024","Daly, S","ARTIFICIAL INTELLIGENCE, THE RULE OF LAW AND PUBLIC ADMINISTRATION: THE CASE OF TAXATION","CAMBRIDGE LAW JOURNAL","","0008-1973","10.1017/S0008197324000448","","It is now a clich & eacute; to highlight that whilst artificial intelligence (AI) provides many opportunities, it also presents myriad risks to established norms. Amongst the norms considered in the literature, the Rule of Law unsurprisingly features. But the analyses of the Rule of Law are narrow. AI has the capacity to augment as well as to undermine fidelity to the ideal of the Rule of Law. Rather than viewing AI only as a threat to important norms, this article's core argument is that AI should also be presented as an opportunity to meet their demands. It uses the Rule of Law in tax administration to support this argument.","2024-09-23","2024-11-03 11:44:43","2024-11-03 11:44:43","","","","","","","","","","","","","","","English","","","","WOS:001318848400001","","","","","","","artificial intelligence; administrative law; comparative law; OECD; tax administration; the Rule of Law","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SEUXT4ST","journalArticle","2024","Pashentsev, DA; Babaeva, YG","Artificial intelligence in law-making and law enforcement: Risks and new opportunities","VESTNIK OF SAINT PETERSBURG UNIVERSITY-LAW-VESTNIK SANKT-PETERBURGSKOGO UNIVERSITETA-PRAVO","","2074-1243","10.21638/spbu14.2024.214","","The article examines the use of artificial intelligence (AI) in law-making and law enforcement, analyzing it through the lens of the technological paradigm theory and utilizing a new methodology rooted in post-classical scientific rationality. The examination of the AI's legal personality takes into account the modern anthropocentrism standpoint, where humans are perceived as the central figure in the legal system. A human, as a subject of law, plays a crucial role in constructing legal reality. Through exercising his powers, a human transforms abstract norms into existing law. The proposal to delegate this anthropological function to AI carries significant risks that may have detrimental effects on the established system of legal regulation for public relations. The correlation between law-making and law enforcement, as integral components in establishing legal reality, pertains to the legal consciousness of individuals as subjects of law. This correlation does not necessitate the substitution of human decision- making with AI. Simultaneously, AI is capable of effectively handling auxiliary legal tasks. It possesses the necessary skills to draft regulatory acts, court decisions, and consolidate proposals obtained through law-making crowdsourcing. Additionally, it is proficient in executing automated actions, such as issuing writs of execution. The utilization of AI to implement the concept of machine- readable law and algorithmize the application of legal norms appears to hold promise. The incorporation of a digital state notion, which pertains to the transition of public service provision into digital format, is also unattainable without AI, which greatly enhances the public administration efficiency. In this case, the focal point will revolve around the matter of attaining effective control over decisions carried out by AI, as well as the prescribed boundaries of its capabilities within the legal domain, as established by legislative measures.","2024","2024-11-03 11:44:44","2024-11-03 11:44:44","","516-526","","2","15","","","","","","","","","","English","","","","WOS:001288915700014","","","","","","","artificial intelligence; digitalization; law enforcement; law-making; legal consciousness.; legal norm; subject of law","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
