"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Q2S6JRUA","conferencePaper","2023","van Drie, RAN; de Boer, MHT; Bakker, RM; Tolios, I; Vos, D; ACM","The Dutch Law as a Semantic Role Labeling Dataset","Netherlands Organization Applied Science Research","979-8-4007-0197-9","","10.1145/3594536.3595124","","Legal documents, and specifically law texts, are not easy to understand by humans. The specific terminology and sentence constructions are particular, which also makes it a difficult machine understanding task. In this paper, we present a publicly available benchmark dataset containing Dutch law texts which can be used to train AI models that assist humans equipped with the task of interpreting legal texts. However, the dataset can be used in a broader context, such as semantic role labeling of Dutch (legal) texts. Our dataset contains 4463 annotated sentences from 55 different Dutch laws, in which four roles are annotated by human annotators: action, actor, object and recipient. The inter-annotator agreement is substantial (kappa =0.75). In experiments with a rule-based and a transformer-based method, results show that the transformerbased method performs quite well on the dataset (accuracy > 0.8). These results indicate that we can reliably predict actions, actors, objects and recipients in legal texts. This can help people equipped with the task of formal interpretation of legal texts.","2023","2024-10-27 16:07:34","2024-10-27 16:07:34","","316-322","","","","","","","","","","","","","English","","","","WOS:001139079400033","","","","","","","natural language processing; datasets; legal interpretation; legal text; norms; semantic role labeling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PROCEEDINGS OF THE 19TH INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW, ICAIL 2023","","","","","","","","","","","","","","",""
"SURQRMV7","conferencePaper","2023","Hillebrand, L; Pielka, M; Leonhard, D; Deusser, T; Dilmaghani, T; Kliem, B; Loitz, R; Morad, M; Temath, C; Bell, T; Stenzel, R; Sifa, R; ACM","sustain.AI: a Recommender System to analyze Sustainability Reports","","979-8-4007-0197-9","","10.1145/3594536.3595131","","We present sustain.AI, an intelligent, context-aware recommender system that assists auditors and financial investors as well as the general public to efficiently analyze companies' sustainability reports. The tool leverages an end-to-end trainable architecture that couples a BERT-based encoding module with a multi-label classification head to match relevant text passages from sustainability reports to their respective law regulations from the Global Reporting Initiative (GRI) standards. We evaluate our model on two novel German sustainability reporting data sets and consistently achieve a significantly higher recommendation performance compared to multiple strong baselines. Furthermore, sustain.AI is publicly available for everyone at https://sustain.ki.nrw/.","2023","2024-10-27 16:07:35","2024-10-27 16:30:53","","412-416","","","","","","","","","","","","","English","","","","WOS:001139079400046","","","","","","","natural language processing; recommender system; sustainability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PROCEEDINGS OF THE 19TH INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW, ICAIL 2023","","","","","","","","","","","","","","",""
"FLQC8S6W","conferencePaper","2023","Mador-Haim, S; Hershowitz, A","Executing United States Bills into Law: A HouseWorking Application in the United States","","0922-6389","","10.3233/FAIA230969","","We describe a system to execute U.S. federal bills into law, as part of a working application for the United States House. This system is based on a formal grammar we developed, which achieves greater than 94% accuracy in parsing amendatory phrases in bills; it is in production at the United States House of Representatives and is used to produce official 'Comparative Print' reports showing how a bill would amend current law. The grammar consists of two components: CItation Modeling and Processing Language (CIMPL), which captures citations to current law as they are found in bill amendments, and AMendment Processing Language (AMPL), which includes directive language to amend the text referred to by the CIMPL phrase. Here, we describe the analysis that led to development of the grammar, and provide an overview of how the grammar is applied to execute proposed amendments in the Comparative Print Suite of the U.S. House of Representatives. This application is available to all Members and staff at the internal site, compare.house.gov. Both the executable grammar and the full, point-in-time U.S. law dataset upon which they act, are publicly described here in technical detail for the first time.","2023","2024-10-27 16:07:35","2024-10-27 16:07:35","","237-246","","","379","","","","","","","","","","English","","","","WOS:001175464100029","","","","","","","legislation; Natural Language Processing; Amendment; congress","","Spanakis, J; VanDijck, G; Sileno, G","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEGAL KNOWLEDGE AND INFORMATION SYSTEMS","","","","","","","","","","","","","","",""
"7RTK7DAH","journalArticle","2023","Chen, SS","THE DAWN OF AI GENERATED CONTENTS: REVISITING COMPULSORY MEDIATION AND IP DISPUTES RESOLUTION","CONTEMPORARY ASIA ARBITRATION JOURNAL","","1999-9747","","","With the popularity of generative artificial intelligence (hereinafter ""AI""), current intellectual property laws are being greatly challenged and the established doctrines redefined. As different jurisdictions are in the process of ""catching up"" to the technology, this paper argues that compulsory mediation, as an alternate dispute resolution, has the potential to address legal uncertainties. The flexible and informal nature of the compulsory mediation process makes a suitable environment for all stakeholders involved, the right owners, the creators, and the users of the AI, to come to an agreement, thus lessening the impact such new invention brings to domestic legal framework. Moreover, by looking into compulsory mediations in Taiwan, the Philippines, and Turkey, this paper hopes to outline key factors for compulsory mediation to properly tackle the subject of intellectual property disputes of AI nature.","2023","2024-10-27 16:07:35","2024-10-27 16:30:54","","301-331","","2","16","","","","","","","","","","English","","","","WOS:001111303600004","","","","","","","AI; AIgenerated content; Alternate dispute resolution; artificial intelligence; compulsory mediation; deficiency in law; intellectual property; IP infringement through AI; IP protection; machine learning; machine learning data; natural language processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GYLJNDU","journalArticle","2024","Hurka, S; Knill, C; Steinebach, Y","Rules as policy data? Measuring and linking policy substance and legislative context","REGULATION & GOVERNANCE","","1748-5983","10.1111/rego.12528","","There is growing scholarly interest in analyzing changes in policies, laws, and regulations. Some concepts depart from the goal of identifying changes in policy substance. Other contributions have concentrated on the structural characteristics of laws and regulations containing these substantive changes. Extracting measures of policy substance from legislative texts is a challenging and time-consuming endeavor as it requires the manual assessment and coding of legal acts. The assessment of the structural characteristics of laws and regulations, by contrast, can be done applying automated natural language processing. An important critical question is, thus, whether we can combine these approaches and simplify the information extraction by inferring changes in the policy substance from the legislative context in which these changes are embedded. Examining more than 100 legal acts in the area of EU environmental and climate policy, we find that the measures capturing policy substance and the structural characteristics of legal acts context are not systematically linked. In other words: changes in the structural features of legal acts cannot be used as an approximation for changes in policy substance. We conclude by sketching out a research agenda when (and when not) to use the different concepts and related measurements.","2024-07","2024-10-27 16:07:35","2024-10-27 16:07:35","","724-739","","3","18","","","","","","","","","","English","","","","WOS:000984792200001","","","","","","","LAW; COMPLEXITY; EUROPEAN-UNION; EVOLUTION; EXPANSION; NATIONAL CLIMATE POLICIES; OUTPUTS; policy accumulation; policy change; policy complexity; political science data; POLITICS; STATES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G7RFL8TK","journalArticle","2023","Watson, J; Aglionby, G; March, S","Using machine learning to create a repository of judgments concerning a new practice area: a case study in animal protection law","ARTIFICIAL INTELLIGENCE AND LAW","","0924-8463","10.1007/s10506-022-09313-y","","Judgments concerning animals have arisen across a variety of established practice areas. There is, however, no publicly available repository of judgments concerning the emerging practice area of animal protection law. This has hindered the identification of individual animal protection law judgments and comprehension of the scale of animal protection law made by courts. Thus, we detail the creation of an initial animal protection law repository using natural language processing and machine learning techniques. This involved domain expert classification of 500 judgments according to whether or not they were concerned with animal protection law. 400 of these judgments were used to train various models, each of which was used to predict the classification of the remaining 100 judgments. The predictions of each model were superior to a baseline measure intended to mimic current searching practice, with the best performing model being a support vector machine (SVM) approach that classified judgments according to term frequency-inverse document frequency (TF-IDF) values. Investigation of this model consisted of considering its most influential features and conducting an error analysis of all incorrectly predicted judgments. This showed the features indicative of animal protection law judgments to include terms such as 'welfare', 'hunt' and 'cull', and that incorrectly predicted judgments were often deemed marginal decisions by the domain expert. The TF-IDF SVM was then used to classify non-labelled judgments, resulting in an initial animal protection law repository. Inspection of this repository suggested that there were 175 animal protection judgments between January 2000 and December 2020 from the Privy Council, House of Lords, Supreme Court and upper England and Wales courts.","2023-06","2024-10-27 16:07:35","2024-10-27 16:07:35","","293-324","","2","31","","","","","","","","","","English","","","","WOS:000792091600001","","","","","","","Machine learning; Court judgments; Document classification; Support vector machine; TF-IDF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVB4AWHZ","journalArticle","2024","Keydar, R; Shikhelman, V; Broude, T; Elkobi, J","The Discursive Evolution of Human Rights Law: Empirical Insights from a Computational Analysis of 180,000 UN Recommendations","HUMAN RIGHTS LAW REVIEW","","1461-7781","10.1093/hrlr/ngae021","","Building on an independent database of 180,000 UN recommendations and a novel computational method, we present the most comprehensive study of human rights (HR) debates to date. We develop a unique empirical model that measures topical density of discourse. This innovative instrument measures the discursive activity of UN HR bodies through a machine-learning textual analysis of their outputs, offering a dynamic map of evolving trends in human rights, both over time (diachronically) and across different mechanisms (synchronically) within the UN HR ecosystem. Leveraging this comprehensive dataset and sophisticated computational methodologies, we identify which protected groups are central to different mechanisms' attention and highlight the major human rights issues that have witnessed significant changes in attention. Our research presents significant findings on the density of UN HR discourse and its implications for two major debates in the field of HR law-HR proliferation and the structural critique of UN HR bodies.","2024-09-03","2024-10-27 16:07:35","2024-10-27 16:07:35","","","","4","24","","","","","","","","","","English","","","","WOS:001304005400001","","","","","","","natural language processing; GOVERNMENT; human rights; human rights proliferation; international human rights institutions; INTERNATIONAL HUMAN-RIGHTS; INTERSECTIONALITY; structural critique of the United Nations; TESTIMONY; United Nations human rights bodies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MMQXQAT9","conferencePaper","2023","Haim, A; ACM","Binding Language in Administrative Guidance Documents","Stanford University","979-8-4007-0197-9","","10.1145/3594536.3595127","","Do regulatory guidance documents use binding language despite being purportedly non-binding? Regulatory agencies play a crucial role in modern societies by issuing regulations. While most regulations are promulgated as rules with public notice and comment procedures, administrative guidance documents are as abundant but less studied. They have less formal requirements and are meant as non-binding guidelines, yet skeptics argue they are often used to evade judicial review, and courts turn to their text to inquire whether they are effectively binding. Recent advancements in text analysis methods have allowed scholars to analyze regulatory text, including the measurement of binding language. However, guidance documents have not been part of this trend, largely due to their inaccessibility. This article contributes to the field of empirical legal studies and administrative law by constructing a novel dataset of guidance documents, leveraging a unique policy change. It uses text analysis methods with qualitative insights from doctrinal court decisions, and finds that guidance documents are in fact less binding than rules, but that binding language increased over time and that substantial portions of available documents score higher than a document struck down by a court.","2023","2024-10-27 16:07:35","2024-10-27 16:07:35","","407-411","","","","","","","","","","","","","English","","","","WOS:001139079400045","","","","","","","natural language processing; administrative law; guidance; regulation; RULEMAKING; rules","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","PROCEEDINGS OF THE 19TH INTERNATIONAL CONFERENCE ON ARTIFICIAL INTELLIGENCE AND LAW, ICAIL 2023","","","","","","","","","","","","","","",""
"86B4PUN2","journalArticle","2024","Castano, S; Ferrara, A; Furiosi, E; Montanelli, S; Picascia, S; Riva, D; Stefanetti, C","Enforcing legal information extraction through context-aware techniques: The ASKE approach","COMPUTER LAW & SECURITY REVIEW","","0267-3649","10.1016/j.clsr.2023.105903","","To cope with the growing volume, complexity, and articulation of legal documents as well as to foster digital justice and digital law, increasing effort is being devoted to legal knowledge extraction and digital transformation processes. In this paper, we present the ASKE (Automated System for Knowledge Extraction) approach to legal knowledge extraction, based on a combination of context-aware embedding models and zero-shot learning techniques into a three-phase extraction cycle, which is executed a number of times (called generations) to progressively extract concepts representative of the different meanings of terminology used in legal documents chunks. A graph-based data structure called ASKE Conceptual Graph is initially populated through a data preparation step, and it is continuously enriched at each ASKE generation with results of document chunk classification, new extracted terminology, and newly derived concepts. A quantitative evaluation of ASKE knowledge extraction and document classification is provided by considering the EurLex dataset. Furthermore, we present the results of applying ASKE to a real case-study of Italian case law decisions with qualitative feedback from legal experts in the framework of an ongoing national research project.","2024-04","2024-10-27 16:07:35","2024-10-27 16:07:35","","","","","52","","","","","","","","","","English","","","","WOS:001096933600001","","","","","","","Natural Language Processing; Digital justice; Legal knowledge extraction; Legal knowledge graph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BYRXSYIN","journalArticle","2023","Helland, E; Vojta, G","Legal Outcomes and Home-Court Advantage: Evidence from the Securities and Exchange Commission's Shift to Administrative Courts","JOURNAL OF LAW & ECONOMICS","","0022-2186","10.1086/725413","","Administrative law judges' (ALJs') relative lack of formal independence has engendered worries that they give agencies a home-court advantage. We examine the 2010 Dodd-Frank Act, which allowed the Securities and Exchange Commission (SEC) to move cases into its administrative court. The problem with this policy experiment is that the SEC retains the discretion to bring cases in federal court, so it is impossible to identify which cases the policy treats. We propose a difference-in-differences design, using natural-language-processing methods to create control and treatment groups. We construct propensity scores using random-forest methods. After binning cases into likely or not likely to be affected by the courts' expansion, the difference-in-differences estimation indicates that the expansion made defendants 30 percentage points more likely to settle and 36 percentage points more likely to receive a nonmonetary penalty. There is a 24-percentage-point reduction in the likelihood of a monetary penalty.","2023-11-01","2024-10-27 16:07:35","2024-10-27 16:07:35","","797-835","","4","66","","","","","","","","","","English","","","","WOS:001158856800003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G775VXPB","journalArticle","2023","Adler, RF; Paley, A; Zhao, ADLL; Pack, H; Servantez, S; Pah, AR; Hammond, K; SCALES OKN Consortium","A user-centered approach to developing an AI system analyzing US federal court data","ARTIFICIAL INTELLIGENCE AND LAW","","0924-8463","10.1007/s10506-022-09320-z","","We implemented a user-centered approach to the design of an artificial intelligence (AI) system that provides users with access to information about the workings of the United States federal court system regardless of their technical background. Presently, most of the records associated with the federal judiciary are provided through a federal system that does not support exploration aimed at discovering systematic patterns about court activities. In addition, many users lack the data analytical skills necessary to conduct their own analyses and convert data into information. We conducted interviews, observations, and surveys to uncover the needs of our users and discuss the development of an intuitive platform informed from these needs that makes it possible for legal scholars, lawyers, and journalists to discover answers to more advanced questions about the federal court system. We report on results from usability testing and discuss design implications for AI and law practitioners and researchers.","2023-09","2024-10-27 16:07:35","2024-10-27 16:07:35","","547-570","","3","31","","","","","","","","","","English","","","","WOS:000834707300001","","","","","","","SCIENCE; Natural language processing; ANALYTICS; BIG DATA; Data analytics; DESIGN; FUTURE; Notebook interface; USABILITY; User-centered design; Visualization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
